"year","region_id","region_name","region_ons_code","link_length_km","link_length_miles","pedal_cycles","two_wheeled_motor_vehicles","cars_and_taxis","buses_and_coaches","LGVs","all_HGVs","all_motor_vehicles"
2008,11,"North East","E12000001",16194.81,10062.99,102200000,78700000,9162300000,163100000,1513700000,497600000,11415300000
2009,1,"South West","E12000009",49935.7,31028.61,274100000,428900000,25476800000,293600000,4290800000,1387500000,31877600000
2009,2,"East Midlands","E12000004",31286.8,19440.72,240500000,244600000,20176600000,209600000,3482800000,1822200000,25935800000
2009,3,"Scotland","S92000003",59389.51,36902.93,170300000,195700000,21044600000,384600000,3.693e+09,1582200000,26900200000
2009,4,"Wales","W92000004",33851.4,21034.28,96700000,146600000,1.3372e+10,169800000,2326900000,723900000,16739200000
2009,5,"North West","E12000002",36979.6,22978.06,296900000,253200000,27213800000,322200000,4072500000,2063400000,33925100000
2009,6,"London","E12000007",14800.6,9196.67,3.9e+08,490300000,1.6043e+10,389800000,2.562e+09,626600000,20111600000
2009,7,"East of England","E12000006",39605.2,24609.53,444400000,340500000,26837100000,275600000,4801400000,1.963e+09,34217700000
2009,8,"Yorkshire and the Humber","E12000003",32054,19917.43,278300000,236200000,20099800000,252600000,3575900000,1693600000,25858100000
2009,9,"South East","E12000008",47482.4,29504.2,525500000,525100000,40953500000,340200000,6547300000,2297200000,50663300000
2009,10,"West Midlands","E12000005",32835.3,20402.91,235900000,231400000,23667700000,295200000,3883600000,1752600000,29830400000
2009,11,"North East","E12000001",16197.1,10064.41,107500000,79400000,9057400000,159400000,1.47e+09,445300000,11211500000
2010,1,"South West","E12000009",49904,31008.91,279800000,378900000,25070700000,289500000,4354700000,1373800000,31467500000
2010,2,"East Midlands","E12000004",31302.9,19450.72,243900000,2.18e+08,19994900000,210300000,3562700000,1824200000,25810100000
2010,3,"Scotland","S92000003",59291.31,36841.91,177100000,178600000,20703100000,3.96e+08,3779800000,1583700000,26641200000
2010,4,"Wales","W92000004",33835.7,21024.53,99900000,130800000,13123800000,170600000,2370700000,712400000,16508300000
2010,5,"North West","E12000002",36960.5,22966.19,298100000,231700000,26677800000,335100000,4068100000,2066100000,33378700000
2010,6,"London","E12000007",14819.1,9208.16,395800000,452200000,15844200000,385700000,2535400000,634400000,1.9852e+10
2010,7,"East of England","E12000006",39609.2,24612.02,449300000,303100000,26074300000,2.72e+08,4805100000,1986500000,3.3441e+10
2010,8,"Yorkshire and the Humber","E12000003",31967.2,19863.5,279700000,212500000,19768300000,2.54e+08,3602500000,1706800000,25544100000
2010,9,"South East","E12000008",47553.8,29548.56,527800000,474300000,40288100000,342600000,6655700000,2320700000,50081400000
2010,10,"West Midlands","E12000005",32830.9,20400.18,238200000,209200000,23196300000,300100000,3950400000,1774700000,29430700000
2010,11,"North East","E12000001",16167.9,10046.27,107100000,71600000,8883500000,160800000,1486400000,4.41e+08,11043300000
2011,1,"South West","E12000009",49896.5,31004.25,287500000,392600000,2.5075e+10,264200000,4382400000,1351300000,31465400000
2011,2,"East Midlands","E12000004",31310.9,19455.69,250100000,224600000,20131200000,192900000,3495400000,1787300000,25831300000
2011,3,"Scotland","S92000003",59288.01,36839.86,180900000,182200000,20706200000,370700000,3789900000,1541700000,26590600000
2011,4,"Wales","W92000004",33829.7,21020.8,102100000,136500000,13198600000,155600000,2388400000,683400000,16562300000
2011,5,"North West","E12000002",36942.1,22954.76,307100000,233400000,26925100000,309800000,4262600000,1932300000,33663200000
2011,6,"London","E12000007",14800.1,9196.36,392100000,435300000,15525400000,3.74e+08,2529300000,631300000,19495300000
2011,7,"East of England","E12000006",39632,24626.18,461500000,312500000,26329200000,245400000,4861400000,1931300000,33679900000
2011,8,"Yorkshire and the Humber","E12000003",31959,19858.4,2.86e+08,2.19e+08,19894400000,234300000,3661800000,1669800000,25679300000
2011,9,"South East","E12000008",47614.7,29586.4,543500000,480200000,40656200000,319600000,6725600000,2265300000,50446900000
2011,10,"West Midlands","E12000005",32850.8,20412.54,244400000,210100000,23561600000,271800000,3963200000,1749100000,29755800000
2011,11,"North East","E12000001",16161.4,10042.23,110200000,7.2e+07,8955900000,147300000,1497700000,443800000,11116700000
2012,1,"South West","E12000009",49976.7,31054.08,310400000,3.4e+08,2.4968e+10,262900000,4502300000,1.324e+09,31397100000
2012,2,"East Midlands","E12000004",31357.63,19484.73,2.68e+08,198300000,20299300000,195400000,3593400000,1756600000,2.6043e+10
2012,3,"Scotland","S92000003",59384.08,36899.56,200400000,164100000,20847800000,379200000,3898800000,1537800000,26827800000
2012,4,"Wales","W92000004",33856.62,21037.53,112900000,122200000,13209400000,158400000,2453600000,671800000,16615400000
2012,5,"North West","E12000002",36991.59,22985.51,321300000,209200000,26744500000,309100000,4409100000,1812200000,33484100000
2012,6,"London","E12000007",14814.53,9205.32,395600000,409200000,15344900000,378500000,2552600000,655300000,19340500000
2012,7,"East of England","E12000006",39709.49,24674.33,492800000,273900000,26497800000,246900000,4946500000,1863500000,33828600000
2012,8,"Yorkshire and the Humber","E12000003",32015.05,19893.23,304100000,193900000,19752400000,235700000,3706100000,1.643e+09,25531100000
2012,9,"South East","E12000008",47700.09,29639.46,573100000,430600000,40645500000,318800000,6.894e+09,2.205e+09,50493900000
2012,10,"West Midlands","E12000005",32889.56,20436.63,2.61e+08,185400000,23609600000,273800000,4023300000,1745900000,29838100000
2012,11,"North East","E12000001",16198.59,10065.34,115300000,64100000,8999800000,149800000,1513800000,431800000,11159200000
2013,1,"South West","E12000009",50053.36,31101.72,303100000,354800000,25098500000,258800000,4560800000,1332900000,31605800000
2013,2,"East Midlands","E12000004",31426.16,19527.31,259900000,207900000,20313500000,193100000,3681900000,1795800000,26192300000
2013,3,"Scotland","S92000003",59474.19,36955.55,198100000,172400000,2.0903e+10,376100000,3962700000,1548500000,26962700000
2013,4,"Wales","W92000004",33893.85,21060.66,110600000,128500000,13345200000,157700000,2493400000,673500000,16798300000
2013,5,"North West","E12000002",37027.3,23007.7,311500000,214300000,26809900000,3.01e+08,4499800000,1809700000,33634700000
2013,6,"London","E12000007",14829.64,9214.71,374100000,3.92e+08,15295400000,363100000,2618500000,645500000,19314500000
2013,7,"East of England","E12000006",39765.44,24709.1,476300000,281400000,26653300000,242300000,4992200000,1891100000,34060200000
2013,8,"Yorkshire and the Humber","E12000003",32049.14,19914.41,293900000,202100000,19829600000,230200000,3779800000,1676500000,25718100000
2013,9,"South East","E12000008",47790.03,29695.35,553600000,438500000,40528600000,311600000,6983700000,2213100000,50475400000
2013,10,"West Midlands","E12000005",32928.15,20460.6,2.52e+08,190300000,23506900000,264100000,4115900000,1744600000,29821900000
2013,11,"North East","E12000001",16223.52,10080.83,111300000,65100000,8999200000,143600000,1537400000,429700000,1.1175e+10
2014,1,"South West","E12000009",50096.5,31128.52,337100000,368200000,25765300000,265300000,4840500000,1363100000,32602400000
2014,2,"East Midlands","E12000004",31445.2,19539.14,288400000,213300000,20736900000,195100000,3893100000,1837600000,26876100000
2014,3,"Scotland","S92000003",59407.69,36914.23,222500000,179200000,21308700000,377800000,4194100000,1540100000,27599800000
2014,4,"Wales","W92000004",33917.15,21075.14,126200000,136300000,13833500000,159300000,2640300000,6.79e+08,17448400000
2014,5,"North West","E12000002",37025.72,23006.72,339100000,218900000,2.7384e+10,298500000,4770800000,1841200000,34513500000
2014,6,"London","E12000007",14842.84,9222.91,411200000,407800000,15488600000,355400000,2785400000,643200000,19680400000
2014,7,"East of England","E12000006",39807.25,24735.08,530100000,290400000,27322600000,243800000,5333200000,1927500000,35117500000
2014,8,"Yorkshire and the Humber","E12000003",32033.92,19904.96,323500000,207300000,20399600000,232900000,3992800000,1735800000,26568400000
2014,9,"South East","E12000008",47845.64,29729.9,6.09e+08,454100000,41423400000,313900000,7410200000,2305700000,51907200000
2014,10,"West Midlands","E12000005",32958.54,20479.49,279200000,195700000,24089400000,263400000,4318700000,1865200000,30732500000
2014,11,"North East","E12000001",16239.45,10090.73,1.2e+08,67300000,9175100000,143800000,1623700000,434100000,11443900000
2015,1,"South West","E12000009",50093.85,31126.88,313900000,366300000,26091900000,251300000,5075200000,1405300000,3.319e+10
2015,2,"East Midlands","E12000004",31483.29,19562.81,268800000,212300000,21040200000,184100000,4087100000,1.901e+09,27424600000
2015,3,"Scotland","S92000003",59345.13,36875.35,205700000,176900000,21496900000,364500000,4390400000,1.56e+09,27988600000
2015,4,"Wales","W92000004",33881.01,21052.68,119400000,138300000,14109300000,149700000,2774300000,686200000,17857900000
2015,5,"North West","E12000002",37031.76,23010.47,317600000,220700000,27638100000,287400000,4997700000,1895400000,35039400000
2015,6,"London","E12000007",14796.15,9193.9,408500000,416400000,15407100000,343100000,2820200000,663400000,19650200000
2015,7,"East of England","E12000006",39881.6,24781.28,492800000,292200000,27775100000,230800000,5596700000,2051300000,35946100000
2015,8,"Yorkshire and the Humber","E12000003",32017.97,19895.04,300400000,206700000,20719500000,222700000,4176500000,1790900000,27116200000
2015,9,"South East","E12000008",47896.88,29761.74,568700000,454300000,42370500000,303500000,7775400000,2435800000,53339600000
2015,10,"West Midlands","E12000005",33009.13,20510.92,259900000,196900000,24389300000,249700000,4.46e+09,1939600000,31235400000
2015,11,"North East","E12000001",16266.41,10107.48,112800000,66200000,9.273e+09,136100000,1681300000,443700000,11600400000
2016,1,"South West","E12000009",50271.54,31237.29,309300000,374100000,26877800000,2.36e+08,5440500000,1410500000,34338900000
2016,2,"East Midlands","E12000004",31618.53,19646.84,271500000,193700000,21640400000,218900000,4181600000,1955400000,2.819e+10
2016,3,"Scotland","S92000003",59365.02,36887.71,180400000,165500000,22051300000,319500000,4797900000,1592100000,28926200000
2016,4,"Wales","W92000004",33925.89,21080.57,115500000,136700000,14631800000,129600000,2975600000,691500000,18565300000
2016,5,"North West","E12000002",37113.04,23060.97,285300000,214800000,27725100000,271200000,5139200000,1903100000,35253400000
2016,6,"London","E12000007",14833.53,9217.13,506300000,473600000,15421400000,325400000,3224400000,638200000,2.0083e+10
2016,7,"East of England","E12000006",40013.08,24862.98,506400000,284200000,28162600000,222100000,5830600000,2095200000,36594800000
2016,8,"Yorkshire and the Humber","E12000003",32079.67,19933.38,258900000,196800000,21382900000,206900000,4443600000,1796300000,28026500000
2016,9,"South East","E12000008",48069.47,29868.98,563100000,468600000,42887200000,290200000,8195800000,2442400000,54284200000
2016,10,"West Midlands","E12000005",33144.01,20594.73,253700000,196900000,2.4707e+10,263200000,4769400000,1960300000,31896700000
2016,11,"North East","E12000001",16285.23,10119.17,1.12e+08,64100000,9.337e+09,129200000,1790400000,446600000,11767200000
2017,1,"South West","E12000009",50356.39,31290.01,333100000,339300000,2.767e+10,228600000,5633700000,1431900000,35303500000
2017,2,"East Midlands","E12000004",31689.25,19690.79,279800000,189900000,22002700000,230900000,4267500000,1974600000,28665500000
2017,3,"Scotland","S92000003",59285.4,36838.24,182500000,173900000,22416500000,3.26e+08,5130700000,1624300000,29671400000
2017,4,"Wales","W92000004",33859.42,21039.27,111500000,141800000,14591200000,124300000,3083300000,703800000,18644400000
2017,5,"North West","E12000002",37147.11,23082.14,293300000,221800000,27873300000,208200000,5178900000,1914400000,35396500000
2017,6,"London","E12000007",14842.02,9222.4,500500000,468800000,15397800000,314800000,3268100000,605900000,20055400000
2017,7,"East of England","E12000006",40051.59,24886.9,525300000,312800000,29051500000,2.13e+08,6162100000,2144200000,37883600000
2017,8,"Yorkshire and the Humber","E12000003",32098.99,19945.39,309200000,196400000,21404300000,206500000,4456600000,1815100000,28078900000
2017,9,"South East","E12000008",48179.08,29937.09,596400000,448300000,43150300000,275900000,8278700000,2461800000,5.4615e+10
2017,10,"West Midlands","E12000005",33195.8,20626.91,218200000,177800000,24932500000,247500000,4843200000,1998200000,32199200000
2017,11,"North East","E12000001",16334.04,10149.5,114200000,73800000,9458400000,154200000,1847500000,456400000,11990300000
2018,1,"South West","E12000009",50315.5,31264.6,357800000,320200000,27672500000,220800000,5627100000,1434900000,35275400000
2018,2,"East Midlands","E12000004",31706.84,19701.72,2.7e+08,210400000,22171100000,225500000,4318800000,1991700000,28917600000
2018,3,"Scotland","S92000003",59300.67,36847.73,193200000,175500000,22554900000,289800000,5106700000,1621800000,29748600000
2018,4,"Wales","W92000004",33828.94,21020.33,116300000,163700000,14761100000,1.22e+08,3179300000,702600000,18928600000
2018,5,"North West","E12000002",37213.98,23123.7,319300000,209300000,28260800000,198500000,5264400000,1903500000,35836500000
2018,6,"London","E12000007",14807.73,9201.1,5.18e+08,463400000,15360300000,311400000,3259900000,597900000,19992900000
2018,7,"East of England","E12000006",40003.13,24856.79,493500000,292600000,28935300000,207900000,6226400000,2184100000,37846200000
2018,8,"Yorkshire and the Humber","E12000003",32011.3,19890.9,3.11e+08,186700000,21901400000,203100000,4459900000,1824600000,28575600000
2018,9,"South East","E12000008",48243.35,29977.03,606800000,4.4e+08,42884900000,269400000,8.427e+09,2466900000,54488100000
2018,10,"West Midlands","E12000005",33224.12,20644.51,228600000,182400000,24973200000,2.28e+08,4985200000,2002200000,3.2371e+10
2018,11,"North East","E12000001",16365.08,10168.79,105200000,73800000,9646900000,151100000,1902100000,458600000,12232400000
2019,1,"South West","E12000009",50373.75,31300.8,363700000,321500000,28297800000,220200000,5737600000,1456500000,36033500000
2019,2,"East Midlands","E12000004",31780.01,19747.18,287200000,193300000,22657400000,223600000,4409200000,2005300000,29488800000
2019,3,"Scotland","S92000003",59353.24,36880.39,2.27e+08,181100000,22790300000,319500000,5143100000,1607600000,30041600000
2019,4,"Wales","W92000004",33838.07,21026,128400000,133400000,14937300000,115100000,3194400000,7.01e+08,19081200000
2019,5,"North West","E12000002",37287.65,23169.47,335700000,196500000,28876400000,1.99e+08,5414200000,1895100000,36581200000
2019,6,"London","E12000007",14814.85,9205.52,467800000,493200000,15628900000,280300000,3264400000,597500000,20264400000
2019,7,"East of England","E12000006",40047.79,24884.54,5.28e+08,285400000,29013700000,206800000,6289400000,2169400000,37964800000
2019,8,"Yorkshire and the Humber","E12000003",32020.04,19896.33,333900000,182500000,2.2116e+10,191800000,4576100000,1889200000,28955600000
2019,9,"South East","E12000008",48384.89,30064.98,6.23e+08,4.47e+08,43210500000,2.7e+08,8513800000,2446500000,54887700000
2019,10,"West Midlands","E12000005",33293.49,20687.62,229800000,168400000,25258100000,176400000,4.996e+09,1999100000,32597900000
2019,11,"North East","E12000001",16401.99,10191.72,103800000,67300000,10100800000,153100000,1933100000,445200000,12699500000
2020,1,"South West","E12000009",50507.88,31384.14,482200000,246900000,20960700000,143800000,5157800000,1325500000,27834700000
2020,2,"East Midlands","E12000004",31876.11,19806.9,411200000,153100000,17126900000,187500000,4018900000,1879300000,23365700000
2020,3,"Scotland","S92000003",59273.91,36831.1,370700000,136200000,16797100000,234600000,4596700000,1403900000,23168500000
2020,4,"Wales","W92000004",33851.07,21034.08,2.1e+08,111300000,10966800000,74300000,2782800000,637900000,14573100000
2020,5,"North West","E12000002",37350.8,23208.71,437800000,1.54e+08,21937900000,129300000,5066400000,1835100000,29122800000
2020,6,"London","E12000007",14806.32,9200.22,697700000,463500000,12453500000,226100000,2877500000,5.93e+08,16613600000
2020,7,"East of England","E12000006",40217.57,24990.04,708700000,223700000,22044800000,130200000,5873100000,2107600000,30379300000
2020,8,"Yorkshire and the Humber","E12000003",32094.54,19942.62,539700000,146500000,16883900000,118600000,4162200000,1812200000,23123400000
2020,9,"South East","E12000008",48547.77,30166.19,950600000,348500000,31854700000,162900000,7768700000,2283900000,42418700000
2020,10,"West Midlands","E12000005",33396.05,20751.34,332100000,129400000,18621600000,92300000,4458700000,1.922e+09,2.5224e+10
2020,11,"North East","E12000001",16437.39,10213.72,158200000,50300000,7676500000,128500000,1811600000,402800000,10069800000
2021,1,"South West","E12000009",50566.34,31420.47,385400000,286400000,23913500000,164100000,5794500000,1450800000,31609400000
2021,2,"East Midlands","E12000004",31954.06,19855.33,331800000,186100000,19227200000,200700000,4576200000,2073700000,26263800000
2021,3,"Scotland","S92000003",59262.26,36823.86,270300000,151200000,19301900000,263600000,5433600000,1553200000,26703400000
2021,4,"Wales","W92000004",33830.95,21021.58,176800000,123500000,1.2383e+10,91900000,3192200000,695500000,1.6486e+10
2021,5,"North West","E12000002",37404.06,23241.81,3.81e+08,169600000,2.462e+10,140700000,5627800000,1938500000,32496600000
2021,6,"London","E12000007",14808.32,9201.46,647200000,607600000,13983400000,2.39e+08,2987800000,635500000,18453300000
2021,7,"East of England","E12000006",40294.29,25037.71,523100000,260100000,24596800000,155200000,6551200000,2164500000,33727900000
2021,8,"Yorkshire and the Humber","E12000003",32123.66,19960.72,377900000,157600000,18534600000,136800000,4611100000,1956700000,25396700000
2021,9,"South East","E12000008",48679.55,30248.07,725400000,377300000,35284900000,184100000,8622100000,2436800000,46905200000
2021,10,"West Midlands","E12000005",33454.46,20787.64,268700000,148900000,20912700000,110700000,4994600000,2134100000,2.8301e+10
2021,11,"North East","E12000001",16460.74,10228.23,1.11e+08,62400000,8601300000,119600000,1985400000,446600000,11215300000
2022,1,"South West","E12000009",49827.36,30961.29,344600000,317600000,25812400000,169800000,6156900000,1413100000,33869900000
2022,2,"East Midlands","E12000004",31199.76,19386.63,294300000,200200000,21415100000,204800000,4875300000,2065300000,28760700000
2022,3,"Scotland","S92000003",59408.67,36914.84,262300000,168900000,21359700000,293700000,5798900000,1556800000,29177900000
2022,4,"Wales","W92000004",33882.79,21053.79,144200000,136400000,13818300000,110200000,3407400000,681300000,18153600000
2022,5,"North West","E12000002",36819.54,22878.6,364100000,186100000,2.6912e+10,156700000,5970400000,1897600000,35122700000
2022,6,"London","E12000007",14812.69,9204.18,605800000,701600000,14459500000,247800000,3031900000,648600000,19089300000
2022,7,"East of England","E12000006",39580.27,24594.04,507600000,298700000,27473800000,164700000,6946100000,2188300000,37071600000
2022,8,"Yorkshire and the Humber","E12000003",31181.96,19375.57,364100000,168100000,20294300000,155500000,4731500000,1.925e+09,27274400000
2022,9,"South East","E12000008",48219.05,29961.93,655500000,4.21e+08,39319900000,198800000,9227100000,2453300000,51620200000
2022,10,"West Midlands","E12000005",33194.78,20626.28,2.38e+08,172700000,23572600000,120100000,5281500000,2111300000,31258200000
2022,11,"North East","E12000001",16360.18,10165.74,117500000,66200000,9556400000,128900000,2086800000,440200000,12278500000
2023,1,"South West","E12000009",49935.72,31028.62,3.17e+08,3.19e+08,26570500000,167300000,6239600000,1387100000,34683400000
2023,2,"East Midlands","E12000004",31304.04,19451.43,268600000,195300000,22058800000,197100000,4905200000,2016100000,29372600000
2023,3,"Scotland","S92000003",59530.49,36990.53,250300000,169400000,21979300000,281800000,5896100000,1510600000,29837200000
2023,4,"Wales","W92000004",33917.57,21075.4,119800000,129600000,14263800000,109500000,3339800000,656400000,18499100000
2023,5,"North West","E12000002",36920.3,22941.21,325500000,177600000,27723700000,154500000,6021400000,1839300000,35916400000
2023,6,"London","E12000007",14817.39,9207.1,627800000,742100000,1.4591e+10,2.53e+08,2989500000,6.21e+08,19196700000
2023,7,"East of England","E12000006",39712.8,24676.39,451500000,299400000,28290700000,1.62e+08,6990700000,2158400000,37901200000
2023,8,"Yorkshire and the Humber","E12000003",31259.81,19423.95,325200000,158400000,20907300000,151700000,4785700000,1875700000,27878900000
2023,9,"South East","E12000008",48374.07,30058.25,603200000,428700000,40593600000,198700000,9206100000,2.396e+09,52823100000
2023,10,"West Midlands","E12000005",33278.63,20678.38,217600000,166900000,24387700000,120800000,5290300000,2054800000,32020500000
2023,11,"North East","E12000001",16403.7,10192.79,105700000,64200000,9933300000,122100000,2118900000,428900000,12667400000
2024,1,"South West","E12000009",50059.59,31105.59,3e+08,324300000,26973900000,170300000,6334700000,1326700000,35129900000
2024,2,"East Midlands","E12000004",31461.4,19549.21,253600000,195800000,22441400000,197900000,4965700000,1996900000,29797700000
2024,3,"Scotland","S92000003",59686.95,37087.75,237800000,171300000,22438600000,283600000,5992300000,1.518e+09,30403800000
2024,4,"Wales","W92000004",33960.08,21101.82,113200000,132400000,14494300000,111600000,3351400000,663400000,1.8753e+10
2024,5,"North West","E12000002",37067.93,23032.94,309600000,179600000,28589100000,159800000,6030600000,1827300000,36786400000
2024,6,"London","E12000007",14824.72,9211.65,697800000,815300000,14726900000,258100000,3072300000,559900000,19432600000
2024,7,"East of England","E12000006",39882.5,24781.84,4.27e+08,301600000,28721900000,163500000,6958200000,2136400000,38281600000
2024,8,"Yorkshire and the Humber","E12000003",31344.67,19476.67,307800000,158700000,21202600000,153500000,4872200000,1.836e+09,2.8223e+10
2024,9,"South East","E12000008",48563.89,30176.2,571400000,437800000,41333100000,204100000,9305800000,2320200000,53600900000
2024,10,"West Midlands","E12000005",33395.76,20751.16,2.06e+08,168400000,24972700000,1.23e+08,5480100000,2001400000,32745600000
2024,11,"North East","E12000001",16484.55,10243.02,100600000,66100000,10235200000,1.25e+08,2169800000,426200000,13022300000
